,Participant,Weight,State,Begin,End,Duration,User Agent,psid,pid,psid.1,pid.1,Q1,Q2,Q3,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q6,Q7,Q8,Q9,Q10.1.1,Q10.1.2,Q10.1.3,Q10.1.4,Q10.1.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11,Q12.12,Q12.13,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q14,Q16,Q17,Q18,Q19,Q20,Q21.1.1,Q21.1.2,Q21.1.3,Q21.1.4,Q21.1.5,Q21.1.6,Q21.1.7,Q21.2.1,Q21.2.2,Q21.2.3,Q21.2.4,Q21.2.5,Q21.2.6,Q21.2.7,Q21.3.1,Q21.3.2,Q21.3.3,Q21.3.4,Q21.3.5,Q21.3.6,Q21.3.7,Q21.4.1,Q21.4.2,Q21.4.3,Q21.4.4,Q21.4.5,Q21.4.6,Q21.4.7,Q21.5.1,Q21.5.2,Q21.5.3,Q21.5.4,Q21.5.5,Q21.5.6,Q21.5.7,Q22.1.1,Q22.1.2,Q22.1.3,Q22.1.4,Q22.1.5,Q22.1.6,Q22.1.7,Q22.1.8,Q22.1.9,Q22.1.10,Q22.1.11,Q22.1.12,Q22.1.13,Q22.1.14,Q22.2.1,Q22.2.2,Q22.2.3,Q22.2.4,Q22.2.5,Q22.2.6,Q22.2.7,Q22.2.8,Q22.2.9,Q22.2.10,Q22.2.11,Q22.2.12,Q22.2.13,Q22.2.14,Q22.3.1,Q22.3.2,Q22.3.3,Q22.3.4,Q22.3.5,Q22.3.6,Q22.3.7,Q22.3.8,Q22.3.9,Q22.3.10,Q22.3.11,Q22.3.12,Q22.3.13,Q22.3.14,Q22.4.1,Q22.4.2,Q22.4.3,Q22.4.4,Q22.4.5,Q22.4.6,Q22.4.7,Q22.4.8,Q22.4.9,Q22.4.10,Q22.4.11,Q22.4.12,Q22.4.13,Q22.4.14,Q22.5.1,Q22.5.2,Q22.5.3,Q22.5.4,Q22.5.5,Q22.5.6,Q22.5.7,Q22.5.8,Q22.5.9,Q22.5.10,Q22.5.11,Q22.5.12,Q22.5.13,Q22.5.14,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q24,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.7,Q26.8,Q27.1,Q27.2,Q27.3,Q27.4,Q27.5,Q27.6,Q28.1,Q28.2,Q28.3,Q28.4,Q28.5,Q29.1,Q29.2,Q29.3,Q31,Q32,Q33,Q34,CV1.1,CV1.2,CV1.3,CV2.1,CV2.2,CV2.3,CV2.4,CV3.1,CV6.1,CV6.2,M1,M7,M9
1856,6476,1,FINISHED,04.10.2022 - 21:04,04.10.2022 - 21:39,2138,"Mozilla/5.0 (Linux; Android 7.1.1; SM-T550 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.198 Safari/537.36",,,j2gWXOaj9WnP5_BVRzEHUQ**,269013638.0,32,2,36,5,4,3,2,3,4,3,3,3,2,New balance,Nike,Reebok,Sketchers,Nike,1,1,1,0,1,1,1,1,0,0,1,1,0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,,0.0,0.0,3.0,A brand of shoe that specializes in athletic shoes and has become big in pop culture,"A brand of shoes that specializes in running, walking and other athletic shoes", Adidas is a brand new shoe that specializes athletic shoes especially seems to be popular amongst soccer players.,Converse is a brand of shoe that's often worn by skaters or Punk type people it's a brand of shoe that really seems to have a following of people who really see that she was a form of self-expression often even drawing on them and repurchasing the same model shoe over and over again throughout several years.,Reebok shoe seems to be a brand of shoes that's like the cheaper version of Nike. Similar to Nike it's often worn by runners or basketball players and comes in bright or attention drawing colors and,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,1,1,5,2,1,2,5,180.0,10.0,,,20.0,,,,70.0,34.0,,,14.0,,,,52.0,0.0,1.0,1.0,1.0,0.0,0.0,,33.0,15.0,52.0,,,,,2,1,3,2,1,0,0,0,1,0,0,1.0,1,1,2.0,3,2
1857,6478,1,FINISHED,04.10.2022 - 21:10,04.10.2022 - 21:15,295,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9WmZ2ANYhDjTUw**,269691092.0,32,2,6,5,3,5,4,5,4,6,5,5,1,amazon,,,,,1,1,0,1,1,0,1,1,0,0,1,1,0,1.0,1.0,,1.0,0.0,,0.0,0.0,,,1.0,1.0,0,0.0,0.0,,0.0,1.0,,1.0,1.0,,,0.0,1.0,12.0,very good,,very good,,very good,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4,5,4,4,4,5,4,4,50.0,53.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,15.0,23.0,19.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,60.0,,,,0.0,1.0,0.0,1,1,8,4,1,0,0,0,0,0,1,1.0,1,1,1.0,3,2
1859,6482,1,FINISHED,04.10.2022 - 21:59,04.10.2022 - 22:04,287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9WnxKnx8GQIE9A**,159453340.0,30,1,17,4,5,2,3,4,3,2,3,3,2,Aidias,Sketchers,Nike,,,1,1,0,0,1,1,1,1,0,0,1,0,0,0.0,1.0,,,0.0,1.0,1.0,0.0,,,0.0,,0,1.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0,,7.0,Sporty shoes,,Uh just normal tennis shoes i guess,Stylish and cool shoes,"Also just normal tennis shoes, usually a little more active",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,4,4,5,5,5,90.0,,,,24.0,5.0,30.0,18.0,23.0,,,,25.0,1.0,35.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,,79.0,,,1.0,0.0,0.0,3,1,7,2,1,0,0,0,1,0,0,1.0,1,1,1.0,3,2
1862,6486,1,FINISHED,04.10.2022 - 22:15,04.10.2022 - 22:35,1229,"Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,j2gWXOaj9WllzA119V31ZQ**,202513254.0,32,1,18,5,5,5,3,4,5,4,5,4,1,Nike,,,,,1,1,0,1,0,0,1,1,0,0,0,1,0,1.0,1.0,,1.0,,,0.0,1.0,,,,1.0,0,1.0,1.0,,1.0,,,0.0,1.0,,,,1.0,1.0,It’s a cool and they are cute,,It sounds awesome ,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,4,5,4,5,25.0,38.0,45.0,7.0,7.0,0.0,3.0,0.0,0.0,20.0,36.0,10.0,25.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,34.0,44.0,,,1.0,1.0,0.0,3,1,2,1,1,0,0,0,0,1,0,1.0,1,1,2.0,3,2
1865,6489,1,FINISHED,04.10.2022 - 22:17,04.10.2022 - 22:25,441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9WmSHjJpOKLuQw**,258611609.0,31,1,39,4,5,1,1,3,4,3,1,3,2,Puma,Adidas ,Nike,,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,12.0,Good athletic shoes with colorful designs that are durable and last long.,Cheaper shoes that are still durable.,Nice simple designs that are cute and can go with anything. They are durable as well.,"More ""fashion"" oriented but still well made shoes.","Good running shoes, reliable and durable.",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,4,4,2,3,5,120.0,,,5.0,5.0,5.0,,5.0,80.0,,,9.0,2.0,2.0,,2.0,85.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,80.0,,,5.0,1.0,0.0,0.0,2,1,3,3,1,0,0,1,0,0,0,1.0,1,1,1.0,3,2
1867,6492,1,FINISHED,04.10.2022 - 22:21,04.10.2022 - 22:25,234,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0,,,j2gWXOaj9Wm1lpJKq-udzg**,259554196.0,34,2,33,5,4,3,4,5,4,6,5,5,2,adidas,nike,,,,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1.0,,,1.0,,,1.0,,,,1.0,0,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,amazing,,amazing,,amazing,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3,2,5,4,1,4,1,5,3.0,21.0,,30.0,18.0,,15.0,,16.0,29.0,,42.0,15.0,,2.0,,12.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,43.0,10.0,24.0,12.0,1.0,0.0,0.0,1,1,8,6,1,0,0,1,0,0,0,1.0,1,1,1.0,3,2
1868,6495,1,FINISHED,04.10.2022 - 22:23,04.10.2022 - 22:35,709,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.53",,,j2gWXOaj9WlQ4Wip-9-0gQ**,204977361.0,34,1,19,5,4,3,3,4,4,6,3,3,1,Asics,Nike,Reebok,,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,11.0,Nike is a brand who knows feet well. Nike is well thought out on sports shoes and for walking. Nike has good sense of fashion as well.,New Balance brand knows comfort well. They provide awesome shoes for walking and for people being on their feet for long hours.,Adidas is a classic brand. They have great shoes. They have a lot to choose from. Adidas are innovative and going up.,Converse is a fun brand. Very fashionable. I think that Converse is universal.,Reebok is cool. Reebok has great sense of style when it comes to shoes. I like Reebok they are good a fashion or everyday and sporty look.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,3,4,1,4,5,120.0,,,60.0,1.0,15.0,,10.0,14.0,,,50.0,2.0,15.0,,15.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,,,,50.0,0.0,0.0,1.0,1,2,2,1,1,0,0,0,0,1,0,1.0,0,1,1.0,3,2
1869,6496,1,FINISHED,04.10.2022 - 22:26,04.10.2022 - 22:34,475,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9WkU1_Ue9bC53w**,261996272.0,21,2,13,5,5,5,5,5,4,5,4,3,2,Nike,Adidas,,,,1,1,1,1,1,1,0,1,0,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,,0.0,1.0,"Nike are the best shoes, great quality, great price, tons of different srtyles and colours",Daddy shoes,Good shoes with german quality,Converse are the best if we are talking about light shoes for sunner,Good shoes with great design,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,5,5,5,5,5,5,5,420.0,16.0,29.0,7.0,4.0,2.0,6.0,13.0,23.0,3.0,39.0,18.0,16.0,5.0,5.0,5.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,,16.0,64.0,,1.0,1.0,0.0,2,1,3,3,1,0,0,0,0,0,1,1.0,1,1,1.0,3,2
1871,6498,1,FINISHED,04.10.2022 - 22:29,04.10.2022 - 22:37,485,"Mozilla/5.0 (X11; CrOS armv7l 12371.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36",,,j2gWXOaj9Wn8E16nV7o4kA**,263433484.0,21,2,10,5,5,1,2,1,2,2,3,1,2,nike,puma,,,,1,1,0,1,1,0,1,1,0,0,0,1,0,1.0,0.0,,1.0,1.0,,0.0,0.0,,,,1.0,0,1.0,1.0,,0.0,1.0,,0.0,0.0,,,,1.0,12.0,"good for running, last how long they need to",,same as nike,,good enough,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3,1,1,4,1,1,1,5,600.0,10.0,,,18.0,,,,72.0,4.0,,,5.0,,,,91.0,0.0,1.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,3,1,2,2,1,0,0,0,0,1,0,1.0,1,1,,3,2
1873,6500,1,FINISHED,04.10.2022 - 22:31,04.10.2022 - 22:40,510,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",,,j2gWXOaj9WmjyTet5cMneA**,204947680.0,31,2,5,5,2,1,2,5,5,3,2,3,1,Nike,Addidas,,,,1,1,1,1,1,1,1,0,0,1,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,0.0,1.0,They are cool shoes and I like the style. These are ones I usually wear.,They are comfortable shoes and I am happy to wear them. They fit well.,It has comfortable shoes and I love the style of them. They fit well.,I don't know much about converse shoes.,They are pretty good shoes that fit well.,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,5,5,1,5,5,180.0,20.0,20.0,30.0,10.0,5.0,,5.0,10.0,20.0,10.0,40.0,15.0,5.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,2,5,6,8,1,0,0,0,0,0,1,1.0,1,1,1.0,3,2
1874,6501,1,FINISHED,04.10.2022 - 22:34,04.10.2022 - 22:43,558,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:105.0) Gecko/20100101 Firefox/105.0,,,j2gWXOaj9WlmtrvFjQpIaA**,252440521.0,30,3,26,4,3,4,3,2,4,3,3,6,2,Reebok,Sketchers,Steve Madden,,,1,1,1,0,1,1,1,1,0,1,1,1,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,5.0,"Sports focused on more than just shoes. The phrase ""just do it""","Tennis shoes are made for gym activities, especially New Balance brand.",Running shoes,Converse are made for more pop-punk styled people and I would see them at some concerts ,Classic tennis shoes .,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,5,5,3,5,2,3,200.0,4.0,6.0,25.0,20.0,1.0,32.0,,12.0,3.0,5.0,30.0,20.0,1.0,31.0,,10.0,0.0,0.0,1.0,1.0,0.0,0.0,,,46.0,54.0,,,,,2,1,7,2,1,0,0,0,1,0,0,1.0,1,1,1.0,3,2
1876,6503,1,FINISHED,04.10.2022 - 22:34,04.10.2022 - 22:38,230,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",,,j2gWXOaj9Wnddh81u3pzeA**,250424795.0,28,2,10,5,4,4,3,3,5,2,1,3,2,Vans,Convers,Osiris,Adio,Fallen,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,1.0,,1.0,,,1.0,,0,,,,,,1.0,,1.0,,,1.0,,6.0,,,,Classic shoes and comfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,5,4,1,5,5,5,600.0,14.0,27.0,3.0,2.0,,3.0,13.0,38.0,15.0,18.0,6.0,3.0,,4.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,2,5,2,3,1,0,0,0,0,1,0,1.0,1,1,1.0,3,2
1882,6509,1,FINISHED,04.10.2022 - 22:38,04.10.2022 - 22:47,531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9Wn0cc3K5ZV4tw**,268737451.0,20,1,14,5,3,2,3,5,4,6,3,3,1,Sketchers,Nike,Adidas,,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,12.0,Clean and atheltic.,Good for running sports and maximum foot support.,An athletic brand with similar styles to Nike.,Basic shoes that are good for walking and styling.,A less popular athletic brand for shoes.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,5,4,5,2,5,1,5,400.0,15.0,22.0,5.0,9.0,,24.0,,25.0,8.0,20.0,5.0,7.0,,28.0,,32.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,,,,63.0,1.0,0.0,0.0,2,1,3,7,1,0,0,0,1,0,0,1.0,1,1,1.0,3,2
1883,6510,1,FINISHED,04.10.2022 - 22:39,04.10.2022 - 22:48,535,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",,,j2gWXOaj9Wmhvigz2KG1vA**,268552232.0,19,1,47,5,4,4,3,5,4,6,2,2,2,Adidas,Nike,New Balance,,,1,1,1,1,1,1,1,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,2.0,Nike is one of the leading sneaker companies for sports shoes and active footwear.,New Balance is a top seller when it comes to active footwear.,Adidas produces high-quality sneakers for every occasion.,Converse produces iconic sneakers that are always part of current trends.,Reebok has a good reputation for creating high-quality footwear for people with active lifestyles.,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,1,5,1,1,5,5,90.0,2.0,3.0,,10.0,,,25.0,60.0,1.0,2.0,,20.0,,,25.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0,95.0,,,5.0,,1.0,0.0,0.0,1,2,3,1,1,0,0,0,0,1,0,1.0,1,1,1.0,3,2
